freeFlowSpeed,healthValue,idx,idx1,idxRatio,label,name,rank1,rankState,realSpeed,value,idxRatioState
46.64,0.0,2.29,2.2389,3.0,长春市,220100,0,flat,20.35,0,up
46.05,0.0,2.18,2.0938,-1.0,大连市,210200,1,flat,21.12,1,down
47.26,0.0,2.01,1.8615,27.0,江门市,440700,2,flat,23.49,2,up
42.99,0.0,1.99,1.8484,-3.0,沈阳市,210100,3,flat,21.6,3,down
46.07,0.0,1.95,1.8329,7.0,烟台市,370600,4,flat,23.65,4,up
47.9,0.0,1.95,1.8134,-5.0,天津市,120000,5,flat,24.62,5,down
45.25,0.0,1.86,1.777,-6.0,青岛市,370200,6,flat,24.3,6,down
48.92,0.0,1.84,1.681,3.0,厦门市,350200,7,flat,26.6,7,up
43.07,0.0,1.79,1.6155,5.0,深圳市,440300,11,up,24.02,8,up
42.59,0.0,1.78,1.6546,11.0,香港,810000,8,down,23.88,9,up
44.07,0.0,1.76,1.5418,16.0,惠州市,441300,20,up,25.08,10,up
41.82,0.0,1.75,1.5869,7.0,清远市,441800,13,up,23.88,11,up
45.89,0.0,1.75,1.6372,-1.0,济南市,370100,10,down,26.28,12,down
45.93,0.0,1.74,1.6434,-12.0,北京市,110000,9,down,26.41,13,down
41.76,0.0,1.71,1.604,-11.0,德阳市,510600,12,down,24.48,14,down
42.71,0.0,1.69,1.5708,4.0,衢州市,330800,16,up,25.23,15,up
45.26,0.0,1.69,1.504,15.0,佛山市,440600,29,up,26.81,16,up
43.72,0.0,1.69,1.5816,9.0,西安市,610100,14,down,25.91,17,up
46.17,0.0,1.67,1.5629,2.0,潍坊市,370700,17,down,27.61,18,up
41.43,0.0,1.67,1.5386,-7.0,咸阳市,610400,21,up,24.84,19,down
37.81,0.0,1.64,1.5102,-3.0,海口市,460100,28,up,23.12,20,down
45.25,0.0,1.62,1.5307,-13.0,成都市,510100,23,up,27.91,21,down
47.67,0.0,1.62,1.5132,-15.0,重庆市,500000,26,up,29.48,22,down
41.31,0.0,1.61,1.5015,-12.0,保定市,130600,30,up,25.71,23,down
46.49,0.0,1.6,1.544,-7.0,无锡市,320200,19,down,29.0,24,down
42.87,0.0,1.6,1.5166,-3.0,宁波市,330200,25,flat,26.77,25,down
41.34,0.0,1.6,1.5501,-9.0,上海市,310000,18,down,25.89,26,down
