freeFlowSpeed,healthValue,idx,idx1,idxRatio,label,name,rank1,rankState,realSpeed,value,idxRatioState
45.21,0.0,1.6,1.6449,4.0,成都市,510100,0,flat,28.25,0,up
42.16,0.0,1.56,1.5525,0.0,香港,810000,1,flat,26.98,1,flat
41.44,0.0,1.5,1.5041,-4.0,咸阳市,610400,2,flat,27.59,2,down
42.35,0.0,1.5,1.5021,17.0,南充市,511300,3,flat,28.25,3,up
41.79,0.0,1.46,1.454,-2.0,德阳市,510600,6,up,28.7,4,down
45.88,0.0,1.45,1.471,2.0,济南市,370100,4,down,31.59,5,up
45.05,0.0,1.44,1.4581,1.0,中山市,442000,5,down,31.23,6,up
40.49,0.0,1.44,1.424,1.0,宿迁市,321300,11,up,28.2,7,up
47.31,0.0,1.43,1.4438,9.0,江门市,440700,8,flat,33.11,8,up
41.63,0.0,1.43,1.4501,-2.0,漳州市,350600,7,down,29.14,9,down
46.67,0.0,1.42,1.4324,-3.0,长春市,220100,9,down,32.83,10,down
40.4,0.0,1.42,1.4197,-2.0,昆明市,530100,14,up,28.51,11,down
38.29,0.0,1.41,1.4107,1.0,桂林市,450300,19,up,27.17,12,up
41.4,0.0,1.41,1.419,-4.0,银川市,640100,15,up,29.38,13,down
37.75,0.0,1.41,1.418,-1.0,海口市,460100,16,up,26.81,14,down
46.05,0.0,1.41,1.4163,-1.0,大连市,210200,17,up,32.76,15,down
43.0,0.0,1.4,1.427,-10.0,深圳市,440300,10,down,30.63,16,down
47.65,0.0,1.4,1.392,-2.0,重庆市,500000,22,up,34.05,17,down
38.33,0.0,1.4,1.4216,-4.0,南阳市,411300,12,down,27.47,18,down
45.23,0.0,1.39,1.3985,3.0,佛山市,440600,21,up,32.5,19,up
42.62,0.0,1.39,1.4122,0.0,长沙市,430100,18,down,30.7,20,flat
43.69,0.0,1.39,1.4064,-3.0,西安市,610100,20,down,31.52,21,down
45.92,0.0,1.39,1.4204,2.0,北京市,110000,13,down,33.13,22,up
42.99,0.0,1.38,1.3875,-4.0,沈阳市,210100,23,flat,31.1,23,down
42.68,0.0,1.37,1.3735,2.0,湛江市,440800,28,up,31.1,24,up
47.09,0.0,1.37,1.37,0.0,唐山市,130200,33,up,34.37,25,flat
44.82,0.0,1.37,1.3792,-4.0,东莞市,441900,27,up,32.72,26,down
41.31,0.0,1.37,1.3842,-2.0,上海市,310000,26,down,30.17,27,down
46.28,0.0,1.37,1.3626,-1.0,绵阳市,510700,35,up,33.85,28,down
38.92,0.0,1.37,1.3854,0.0,柳州市,450200,25,down,28.48,29,flat
51.15,0.0,1.36,1.3707,1.0,珠海市,440400,32,up,37.54,30,up
42.72,0.0,1.36,1.3523,1.0,衢州市,330800,41,up,31.38,31,up
52.96,0.0,1.36,1.3476,0.0,鄂尔多斯市,150600,43,up,38.93,32,flat
41.63,0.0,1.36,1.3735,-3.0,赣州市,360700,29,down,30.63,33,down
42.61,0.0,1.36,1.3395,-5.0,茂名市,440900,47,up,31.35,34,down
47.7,0.0,1.35,1.3865,-7.0,贵阳市,520100,24,down,35.25,35,down
40.44,0.0,1.35,1.336,-4.0,新乡市,410700,49,up,29.92,36,down
42.92,0.0,1.35,1.3709,-5.0,广州市,440100,31,down,31.79,37,down
41.31,0.0,1.35,1.3626,-6.0,保定市,130600,36,down,30.61,38,down
46.2,0.0,1.35,1.3448,0.0,潍坊市,370700,44,up,34.25,39,flat
47.79,0.0,1.35,1.3711,5.0,张家口市,130700,30,down,35.43,40,up
43.14,0.0,1.35,1.3636,-20.0,廊坊市,131000,34,down,32.04,41,down
46.14,0.0,1.35,1.3552,1.0,烟台市,370600,38,down,34.3,42,up
43.4,0.0,1.34,1.3539,0.0,淄博市,370300,39,down,32.34,43,flat
44.42,0.0,1.34,1.3272,-5.0,哈尔滨市,230100,56,up,33.14,44,down
45.3,0.0,1.34,1.3437,-3.0,青岛市,370200,46,up,33.82,45,down
41.81,0.0,1.34,1.3536,2.0,清远市,441800,40,down,31.32,46,up
41.68,0.0,1.33,1.3592,0.0,杭州市,330100,37,down,31.27,47,flat
47.19,0.0,1.33,1.3205,5.0,肇庆市,441200,59,up,35.42,48,up
45.83,0.0,1.33,1.3377,1.0,台州市,331000,48,down,34.43,49,up
43.07,0.0,1.33,1.3323,-5.0,泰安市,370900,51,up,32.37,50,down
39.62,0.0,1.33,1.3439,0.0,温州市,330300,45,down,29.79,51,flat
41.67,0.0,1.33,1.3289,1.0,南宁市,450100,54,up,31.39,52,up
47.93,0.0,1.32,1.3327,-1.0,天津市,120000,50,down,36.18,53,down
49.86,0.0,1.32,1.3279,3.0,太原市,140100,55,up,37.66,54,up
41.9,0.0,1.32,1.3301,1.0,衡阳市,430400,52,down,31.67,55,up
45.81,0.0,1.32,1.3271,3.0,徐州市,320300,57,up,34.64,56,up
42.54,0.0,1.32,1.306,1.0,嘉兴市,330400,67,up,32.18,57,up
44.94,0.0,1.32,1.3484,-2.0,邢台市,130500,42,down,34.0,58,down
41.21,0.0,1.32,1.3298,-2.0,三亚市,460200,53,down,31.23,59,down
39.81,0.0,1.32,1.3176,0.0,汕头市,440500,61,up,30.19,60,flat
42.54,0.0,1.32,1.3232,1.0,芜湖市,340200,58,down,32.28,61,up
43.62,0.0,1.31,1.314,2.0,韶关市,440200,62,flat,33.24,62,up
42.59,0.0,1.31,1.307,0.0,绍兴市,330600,65,up,32.55,63,flat
41.22,0.0,1.3,1.3193,2.0,滁州市,341100,60,down,31.72,64,up
48.47,0.0,1.3,1.3072,-1.0,盐城市,320900,64,down,37.38,65,down
44.09,0.0,1.3,1.3017,0.0,惠州市,441300,69,up,34.02,66,flat
43.64,0.0,1.29,1.2976,-1.0,连云港市,320700,70,up,33.71,67,down
42.87,0.0,1.29,1.3019,2.0,宁波市,330200,68,flat,33.12,68,up
48.88,0.0,1.29,1.3119,-1.0,厦门市,350200,63,down,37.8,69,down
48.93,0.0,1.29,1.2941,2.0,郑州市,410100,71,up,37.88,70,up
46.93,0.0,1.29,1.2861,1.0,镇江市,321100,72,up,36.41,71,up
48.18,0.0,1.29,1.3066,0.0,济宁市,370800,66,down,37.39,72,flat
46.51,0.0,1.28,1.277,0.0,无锡市,320200,75,up,36.21,73,flat
45.2,0.0,1.28,1.2762,3.0,洛阳市,410300,77,up,35.41,74,up
46.2,0.0,1.27,1.2859,-1.0,南昌市,360100,73,down,36.25,75,down
45.6,0.0,1.27,1.28,1.0,南京市,320100,74,down,35.8,76,up
47.43,0.0,1.26,1.2646,0.0,扬州市,321000,79,up,37.55,77,flat
42.61,0.0,1.26,1.2528,-1.0,德州市,371400,82,up,33.76,78,down
46.41,0.0,1.26,1.2667,0.0,常州市,320400,78,down,36.84,79,flat
39.78,0.0,1.26,1.2763,-2.0,金华市,330700,76,down,31.57,80,down
43.39,0.0,1.26,1.2634,0.0,湖州市,330500,80,down,34.53,81,flat
43.92,0.0,1.26,1.2465,3.0,西宁市,630100,83,up,34.99,82,up
48.49,0.0,1.25,1.2597,0.0,苏州市,320500,81,down,38.72,83,flat
42.01,0.0,1.24,1.2452,-6.0,邯郸市,130400,84,flat,33.87,84,down
50.93,0.0,1.24,1.2387,1.0,泰州市,321200,87,up,41.08,85,up
46.87,0.0,1.24,1.2425,0.0,泉州市,350500,86,flat,37.81,86,flat
48.09,0.0,1.24,1.2444,-6.0,石家庄市,130100,85,down,38.8,87,down
50.85,0.0,1.23,1.2366,0.0,南通市,320600,88,flat,41.41,88,flat
46.77,0.0,1.22,1.2271,-4.0,福州市,350100,89,flat,38.19,89,down
44.1,0.0,1.22,1.2217,3.0,合肥市,340100,90,flat,36.27,90,up
46.82,0.0,1.21,1.2178,-3.0,淮安市,320800,91,flat,38.55,91,down
50.65,0.0,1.21,1.1837,-1.0,临沂市,371300,94,up,41.94,92,down
42.53,0.0,1.2,1.171,1.0,兰州市,620100,95,up,35.38,93,up
48.48,0.0,1.19,1.2017,-1.0,武汉市,420100,93,down,40.61,94,down
51.99,0.0,1.19,1.1529,5.0,呼和浩特市,150100,96,up,43.74,95,up
47.96,0.0,1.13,1.1292,12.0,大同市,140200,98,up,42.32,96,up
42.98,0.0,1.13,1.2036,-17.0,沧州市,130900,92,down,38.06,97,down
53.76,0.0,1.1,1.0936,-4.0,乌鲁木齐市,650100,99,up,49.09,98,down
41.56,0.0,1.08,1.1498,0.0,伊犁州,654000,97,down,38.46,99,flat
