freeFlowSpeed,healthValue,idx,idx1,idxRatio,label,name,rank1,rankState,realSpeed,value,idxRatioState
45.68,0.0,2.54,2.5405,16.0,台州市,331000,0,flat,18.02,0,up
46.61,0.0,2.43,2.4724,-17.0,长春市,220100,1,flat,19.16,1,down
46.0,0.0,2.38,2.3263,1.0,大连市,210200,2,flat,19.29,2,up
46.04,0.0,2.37,2.2857,14.0,烟台市,370600,3,flat,19.44,3,up
45.83,0.0,2.35,2.2511,3.0,济南市,370100,5,up,19.51,4,up
42.95,0.0,2.3,2.2703,-5.0,沈阳市,210100,4,down,18.65,5,down
42.62,0.0,2.28,2.2058,12.0,衢州市,330800,6,flat,18.73,6,up
42.82,0.0,2.13,2.0486,7.0,宁波市,330200,7,flat,20.12,7,up
47.64,0.0,2.11,1.9916,7.0,重庆市,500000,14,up,22.57,8,up
44.01,0.0,2.11,2.03,30.0,惠州市,441300,9,flat,20.9,9,up
45.17,0.0,2.11,2.0303,-17.0,成都市,510100,8,down,21.45,10,down
45.22,0.0,2.1,2.0283,1.0,青岛市,370200,11,flat,21.51,11,up
41.74,0.0,2.1,2.0286,7.0,清远市,441800,10,down,19.89,12,up
43.51,0.0,2.09,1.9767,23.0,韶关市,440200,17,up,20.8,13,up
46.46,0.0,2.09,2.0283,7.0,无锡市,320200,12,down,22.24,14,up
45.15,0.0,2.08,1.9681,36.0,佛山市,440600,19,up,21.72,15,up
39.58,0.0,2.06,1.9885,10.0,温州市,330300,15,down,19.22,16,up
47.67,0.0,2.05,1.9618,-6.0,贵阳市,520100,21,up,23.24,17,down
39.72,0.0,2.05,1.9865,10.0,金华市,330700,16,down,19.38,18,up
37.7,0.0,2.05,1.9711,-12.0,海口市,460100,18,down,18.4,19,down
51.05,0.0,2.04,1.9673,10.0,珠海市,440400,20,flat,25.0,20,up
41.29,0.0,2.04,2.0163,3.0,上海市,310000,13,down,20.24,21,up
44.97,0.0,2.01,1.9421,17.0,中山市,442000,22,flat,22.32,22,up
46.33,0.0,1.97,1.9106,3.0,常州市,320400,24,up,23.58,23,up
42.58,0.0,1.95,1.8918,-3.0,长沙市,430100,25,up,21.87,24,down
42.98,0.0,1.94,1.8783,3.0,深圳市,440300,27,up,22.15,25,up
40.34,0.0,1.93,1.8805,1.0,昆明市,530100,26,flat,20.91,26,up
48.44,0.0,1.92,1.8737,1.0,苏州市,320500,28,up,25.19,27,up
41.43,0.0,1.91,1.8551,4.0,咸阳市,610400,29,up,21.65,28,up
45.89,0.0,1.91,1.8221,-1.0,北京市,110000,31,up,24.07,29,down
42.54,0.0,1.9,1.9248,0.0,绍兴市,330600,23,down,22.38,30,flat
41.57,0.0,1.9,1.7726,8.0,赣州市,360700,37,up,21.93,31,up
46.12,0.0,1.89,1.8203,4.0,潍坊市,370700,32,flat,24.42,32,up
40.44,0.0,1.87,1.8094,8.0,宿迁市,321300,34,up,21.58,33,up
44.75,0.0,1.87,1.85,-4.0,东莞市,441900,30,down,23.95,34,down
43.35,0.0,1.85,1.7867,7.0,淄博市,370300,35,flat,23.4,35,up
46.19,0.0,1.83,1.7512,6.0,绵阳市,510700,39,up,25.18,36,up
42.57,0.0,1.82,1.7714,6.0,湛江市,440800,38,up,23.33,37,up
42.5,0.0,1.82,1.8104,0.0,嘉兴市,330400,33,down,23.37,38,flat
41.25,0.0,1.81,1.7361,-11.0,保定市,130600,40,up,22.82,39,down
47.21,0.0,1.81,1.7301,11.0,江门市,440700,42,up,26.14,40,up
48.83,0.0,1.8,1.7096,1.0,厦门市,350200,45,up,27.18,41,up
46.13,0.0,1.79,1.7006,-13.0,南昌市,360100,48,up,25.71,42,down
41.94,0.0,1.79,1.7787,5.0,香港,810000,36,down,23.46,43,up
45.75,0.0,1.77,1.6805,17.0,徐州市,320300,51,up,25.87,44,up
47.88,0.0,1.77,1.7036,-3.0,天津市,120000,47,up,27.1,45,down
38.31,0.0,1.76,1.7006,3.0,南阳市,411300,49,up,21.77,46,up
41.66,0.0,1.76,1.7064,1.0,杭州市,330100,46,down,23.72,47,up
41.55,0.0,1.75,1.7121,2.0,漳州市,350600,44,down,23.79,48,up
43.66,0.0,1.74,1.6891,7.0,西安市,610100,50,up,25.07,49,up
43.32,0.0,1.74,1.7326,2.0,湖州市,330500,41,down,24.9,50,up
45.53,0.0,1.73,1.6786,8.0,南京市,320100,52,up,26.27,51,up
41.71,0.0,1.72,1.7147,-10.0,德阳市,510600,43,down,24.22,52,down
46.8,0.0,1.71,1.653,3.0,镇江市,321100,54,up,27.38,53,up
38.23,0.0,1.69,1.6549,-1.0,桂林市,450300,53,down,22.68,54,down
49.83,0.0,1.68,1.5975,14.0,太原市,140100,60,up,29.67,55,up
41.82,0.0,1.68,1.6294,5.0,衡阳市,430400,57,up,24.95,56,up
50.73,0.0,1.67,1.6143,7.0,南通市,320600,58,up,30.34,57,up
47.02,0.0,1.66,1.6399,-14.0,唐山市,130200,55,down,28.28,58,down
47.03,0.0,1.66,1.5938,3.0,肇庆市,441200,61,up,28.37,59,up
43.6,0.0,1.66,1.6035,6.0,连云港市,320700,59,down,26.34,60,up
48.36,0.0,1.64,1.5809,2.0,盐城市,320900,65,up,29.47,61,up
38.9,0.0,1.64,1.5843,2.0,柳州市,450200,63,up,23.72,62,up
47.33,0.0,1.64,1.5915,4.0,扬州市,321000,62,down,28.9,63,up
42.89,0.0,1.63,1.575,-3.0,广州市,440100,66,up,26.29,64,down
46.8,0.0,1.59,1.537,11.0,泉州市,350500,69,up,29.37,65,up
44.39,0.0,1.59,1.6395,-31.0,哈尔滨市,230100,56,down,28.0,66,down
41.13,0.0,1.58,1.533,0.0,滁州市,341100,70,up,26.03,67,flat
42.31,0.0,1.58,1.5499,26.0,南充市,511300,68,flat,26.77,68,up
