freeFlowSpeed,healthValue,idx,idx1,idxRatio,label,name,rank1,rankState,realSpeed,value,idxRatioState
42.01,0.0,1.6,1.6165,1.0,香港,810000,0,flat,26.2,0,up
42.38,0.0,1.5,1.5618,19.0,南充市,511300,1,flat,28.23,1,up
41.45,0.0,1.45,1.468,2.0,咸阳市,610400,2,flat,28.56,2,up
41.73,0.0,1.43,1.4663,-1.0,德阳市,510600,3,flat,29.24,3,down
41.39,0.0,1.41,1.4158,-1.0,银川市,640100,5,up,29.38,4,down
41.58,0.0,1.39,1.3956,2.0,漳州市,350600,8,up,29.85,5,up
40.47,0.0,1.39,1.3874,0.0,宿迁市,321300,9,up,29.2,6,flat
38.24,0.0,1.38,1.3785,0.0,桂林市,450300,11,up,27.77,7,flat
38.9,0.0,1.38,1.4008,0.0,柳州市,450200,7,down,28.27,8,flat
37.71,0.0,1.37,1.4102,-1.0,海口市,460100,6,down,27.62,9,down
46.66,0.0,1.36,1.372,-4.0,长春市,220100,14,up,34.19,10,down
45.19,0.0,1.36,1.3651,-2.0,成都市,510100,15,up,33.34,11,down
40.52,0.0,1.35,1.3578,0.0,新乡市,410700,17,up,30.05,12,flat
40.36,0.0,1.34,1.3507,1.0,昆明市,530100,20,up,30.01,13,up
42.98,0.0,1.34,1.3473,-4.0,沈阳市,210100,21,up,32.0,14,down
53.0,0.0,1.34,1.4577,0.0,鄂尔多斯市,150600,4,down,39.52,15,flat
45.87,0.0,1.34,1.357,0.0,济南市,370100,18,up,34.21,16,flat
43.68,0.0,1.34,1.3416,-2.0,西安市,610100,22,up,32.67,17,down
42.58,0.0,1.33,1.3612,-11.0,茂名市,440900,16,down,31.9,18,down
46.06,0.0,1.33,1.3327,0.0,大连市,210200,23,up,34.69,19,flat
42.62,0.0,1.32,1.3835,1.0,湛江市,440800,10,down,32.17,20,up
45.04,0.0,1.32,1.3731,4.0,中山市,442000,13,down,34.07,21,up
38.3,0.0,1.32,1.3519,0.0,南阳市,411300,19,down,29.0,22,flat
42.7,0.0,1.32,1.3246,1.0,衢州市,330800,26,up,32.33,23,up
41.79,0.0,1.32,1.376,3.0,清远市,441800,12,down,31.69,24,up
45.8,0.0,1.31,1.317,2.0,台州市,331000,28,up,34.96,25,up
47.69,0.0,1.31,1.3089,-7.0,贵阳市,520100,35,up,36.5,26,down
39.77,0.0,1.3,1.3197,4.0,汕头市,440500,27,flat,30.51,27,up
39.62,0.0,1.3,1.2924,2.0,温州市,330300,42,up,30.49,28,up
43.09,0.0,1.3,1.3153,-24.0,廊坊市,131000,30,up,33.16,29,down
41.18,0.0,1.3,1.3287,-1.0,三亚市,460200,24,down,31.77,30,down
47.13,0.0,1.29,1.3167,-1.0,唐山市,130200,29,down,36.4,31,down
46.22,0.0,1.29,1.3094,0.0,潍坊市,370700,34,up,35.75,32,flat
41.64,0.0,1.29,1.3106,0.0,南宁市,450100,33,flat,32.25,33,flat
42.61,0.0,1.29,1.3013,0.0,长沙市,430100,39,up,33.06,34,flat
41.3,0.0,1.29,1.2896,0.0,上海市,310000,43,up,32.05,35,flat
47.85,0.0,1.29,1.2872,2.0,张家口市,130700,46,up,37.13,36,up
42.59,0.0,1.29,1.2828,2.0,绍兴市,330600,49,up,33.13,37,up
41.34,0.0,1.28,1.3148,-1.0,保定市,130600,32,down,32.17,38,down
46.29,0.0,1.28,1.2979,-8.0,绵阳市,510700,40,up,36.08,39,down
43.4,0.0,1.28,1.2863,0.0,淄博市,370300,47,up,33.84,40,flat
47.11,0.0,1.28,1.3274,4.0,肇庆市,441200,25,down,36.76,41,up
51.14,0.0,1.28,1.3027,3.0,珠海市,440400,37,down,39.97,42,up
44.99,0.0,1.28,1.2546,2.0,邢台市,130500,71,up,35.21,43,up
46.16,0.0,1.28,1.2826,0.0,烟台市,370600,50,up,36.18,44,flat
41.89,0.0,1.27,1.3018,0.0,衡阳市,430400,38,down,32.86,45,flat
45.3,0.0,1.27,1.2806,-1.0,青岛市,370200,52,up,35.64,46,down
43.65,0.0,1.27,1.2747,3.0,连云港市,320700,56,up,34.36,47,up
45.81,0.0,1.27,1.2825,2.0,徐州市,320300,51,up,36.08,48,up
41.68,0.0,1.27,1.2692,0.0,杭州市,330100,60,up,32.9,49,flat
42.87,0.0,1.27,1.2664,2.0,宁波市,330200,63,up,33.84,50,up
42.99,0.0,1.27,1.2857,-3.0,深圳市,440300,48,down,33.94,51,down
49.86,0.0,1.26,1.2963,2.0,太原市,140100,41,down,39.42,52,up
41.61,0.0,1.26,1.3152,-4.0,赣州市,360700,31,down,32.91,53,down
43.14,0.0,1.26,1.2804,-1.0,泰安市,370900,53,down,34.15,54,down
47.68,0.0,1.26,1.2668,0.0,重庆市,500000,62,up,37.75,55,flat
39.77,0.0,1.26,1.2782,-2.0,金华市,330700,55,down,31.51,56,down
44.41,0.0,1.26,1.2716,-6.0,哈尔滨市,230100,58,up,35.22,57,down
47.29,0.0,1.26,1.2879,-1.0,江门市,440700,45,down,37.53,58,down
44.81,0.0,1.26,1.28,-2.0,东莞市,441900,54,down,35.59,59,down
42.54,0.0,1.26,1.2612,0.0,嘉兴市,330400,66,up,33.8,60,flat
48.91,0.0,1.26,1.2655,-2.0,郑州市,410100,65,up,38.91,61,down
48.09,0.0,1.26,1.2595,1.0,济宁市,370800,67,up,38.29,62,up
44.35,0.0,1.25,1.2477,6.0,西宁市,630100,74,up,35.35,63,up
46.88,0.0,1.25,1.2669,0.0,镇江市,321100,61,down,37.38,64,flat
41.22,0.0,1.25,1.2728,0.0,滁州市,341100,57,down,32.88,65,flat
44.07,0.0,1.25,1.288,2.0,惠州市,441300,44,down,35.17,66,up
43.57,0.0,1.25,1.3054,-1.0,韶关市,440200,36,down,34.78,67,down
47.92,0.0,1.25,1.266,0.0,天津市,120000,64,down,38.39,68,flat
43.34,0.0,1.25,1.2486,-1.0,湖州市,330500,73,up,34.76,69,down
48.53,0.0,1.25,1.2586,-1.0,盐城市,320900,68,down,38.92,70,down
45.22,0.0,1.25,1.2696,1.0,佛山市,440600,59,down,36.3,71,up
42.52,0.0,1.24,1.2565,-3.0,芜湖市,340200,70,down,34.16,72,down
42.59,0.0,1.24,1.2363,-2.0,德州市,371400,78,up,34.24,73,down
48.87,0.0,1.24,1.2579,2.0,厦门市,350200,69,down,39.44,74,up
46.4,0.0,1.24,1.251,1.0,常州市,320400,72,down,37.48,75,up
46.5,0.0,1.23,1.2343,-1.0,无锡市,320200,79,up,37.7,76,down
42.9,0.0,1.23,1.2403,-3.0,广州市,440100,76,down,34.84,77,down
45.58,0.0,1.23,1.2372,0.0,南京市,320100,77,down,37.21,78,flat
45.31,0.0,1.22,1.2315,2.0,洛阳市,410300,80,up,36.99,79,up
45.92,0.0,1.22,1.2223,0.0,北京市,110000,82,up,37.63,80,flat
42.01,0.0,1.22,1.1976,-2.0,邯郸市,130400,86,up,34.46,81,down
50.94,0.0,1.22,1.2212,1.0,泰州市,321200,83,up,41.79,82,up
47.47,0.0,1.22,1.2312,0.0,扬州市,321000,81,down,38.99,83,flat
42.36,0.0,1.21,1.1952,0.0,兰州市,620100,88,up,34.99,84,flat
48.47,0.0,1.21,1.2085,-1.0,苏州市,320500,84,down,40.11,85,down
46.87,0.0,1.21,1.2408,0.0,泉州市,350500,75,down,38.89,86,flat
46.21,0.0,1.2,1.2067,-1.0,南昌市,360100,85,down,38.48,87,down
46.86,0.0,1.19,1.1795,-1.0,淮安市,320800,92,up,39.26,88,down
46.75,0.0,1.19,1.1976,-3.0,福州市,350100,87,down,39.31,89,down
50.88,0.0,1.19,1.1903,1.0,南通市,320600,89,down,42.84,90,up
51.55,0.0,1.18,1.1823,1.0,呼和浩特市,150100,91,flat,43.79,91,up
48.13,0.0,1.17,1.1898,-4.0,石家庄市,130100,90,down,41.02,92,down
49.89,0.0,1.17,1.1512,-2.0,临沂市,371300,95,up,42.58,93,down
44.11,0.0,1.17,1.1739,2.0,合肥市,340100,93,down,37.8,94,up
48.46,0.0,1.15,1.1622,-2.0,武汉市,420100,94,down,42.01,95,down
51.33,0.0,1.11,1.1185,-3.0,乌鲁木齐市,650100,96,flat,46.08,96,down
42.73,0.0,1.11,1.1015,-24.0,沧州市,130900,98,up,38.59,97,down
40.71,0.0,1.07,1.081,-1.0,伊犁州,654000,99,up,38.02,98,down
46.85,0.0,0.98,1.1164,1.0,大同市,140200,97,down,47.98,99,up
