freeFlowSpeed,healthValue,idx,idx1,idxRatio,label,name,rank1,rankState,realSpeed,value,idxRatioState
42.2,0.0,1.64,1.6216,8.0,香港,810000,0,flat,25.7,0,up
45.06,0.0,1.53,1.5812,11.0,中山市,442000,1,flat,29.38,1,up
41.45,0.0,1.5,1.5145,-3.0,咸阳市,610400,2,flat,27.73,2,down
41.78,0.0,1.45,1.4659,1.0,德阳市,510600,4,up,28.85,3,up
41.6,0.0,1.44,1.472,2.0,漳州市,350600,3,down,28.85,4,up
42.41,0.0,1.43,1.4459,9.0,南充市,511300,5,flat,29.57,5,up
40.5,0.0,1.43,1.4349,1.0,宿迁市,321300,7,up,28.25,6,up
45.2,0.0,1.42,1.4451,0.0,成都市,510100,6,down,31.77,7,flat
41.41,0.0,1.41,1.4153,-3.0,银川市,640100,8,flat,29.35,8,down
47.07,0.0,1.41,1.406,2.0,唐山市,130200,9,flat,33.48,9,up
45.88,0.0,1.4,1.4047,-1.0,济南市,370100,10,flat,32.82,10,down
43.69,0.0,1.39,1.402,3.0,西安市,610100,12,up,31.43,11,up
37.74,0.0,1.39,1.3882,-2.0,海口市,460100,17,up,27.18,12,down
38.33,0.0,1.39,1.3759,1.0,南阳市,411300,22,up,27.64,13,up
46.66,0.0,1.39,1.3988,-1.0,长春市,220100,13,down,33.64,14,down
45.22,0.0,1.38,1.3916,4.0,佛山市,440600,15,flat,32.74,15,up
40.37,0.0,1.38,1.394,0.0,昆明市,530100,14,down,29.24,16,flat
43.0,0.0,1.38,1.4036,-2.0,深圳市,440300,11,down,31.18,17,down
42.61,0.0,1.38,1.3883,-3.0,茂名市,440900,16,down,30.93,18,down
44.82,0.0,1.38,1.377,2.0,东莞市,441900,21,up,32.6,19,up
38.28,0.0,1.37,1.3787,1.0,桂林市,450300,20,flat,27.86,20,up
42.9,0.0,1.37,1.3836,-2.0,广州市,440100,19,down,31.26,21,down
40.39,0.0,1.37,1.3846,0.0,新乡市,410700,18,down,29.44,22,flat
38.92,0.0,1.37,1.3574,2.0,柳州市,450200,28,up,28.38,23,up
41.62,0.0,1.37,1.3651,2.0,赣州市,360700,26,up,30.38,24,up
52.96,0.0,1.36,1.353,-3.0,鄂尔多斯市,150600,31,up,38.94,25,down
47.82,0.0,1.36,1.3708,6.0,张家口市,130700,23,down,35.16,26,up
