freeFlowSpeed,healthValue,idx,idx1,idxRatio,label,name,rank1,rankState,realSpeed,value,idxRatioState
42.47,0.0,1.56,1.5688,5.0,茂名市,440900,0,flat,27.16,0,up
42.12,0.0,1.53,1.5211,-1.0,香港,810000,1,flat,27.59,1,down
52.83,0.0,1.5,1.435,-1.0,鄂尔多斯市,150600,6,up,35.25,2,down
41.42,0.0,1.48,1.5116,-1.0,咸阳市,610400,2,down,27.96,3,down
41.72,0.0,1.47,1.4714,-1.0,德阳市,510600,3,down,28.29,4,down
41.39,0.0,1.47,1.4622,16.0,银川市,640100,4,down,28.08,5,up
41.58,0.0,1.43,1.4282,0.0,漳州市,350600,7,up,29.05,6,flat
40.49,0.0,1.39,1.4033,-1.0,宿迁市,321300,8,up,29.04,7,down
38.91,0.0,1.39,1.3681,0.0,柳州市,450200,17,up,27.94,8,flat
37.69,0.0,1.39,1.3936,-7.0,海口市,460100,9,flat,27.15,9,down
38.25,0.0,1.38,1.3792,0.0,桂林市,450300,12,up,27.7,10,flat
42.6,0.0,1.38,1.3705,0.0,湛江市,440800,15,up,30.87,11,flat
41.3,0.0,1.37,1.379,1.0,保定市,130600,13,up,30.04,12,up
38.32,0.0,1.37,1.3919,2.0,南阳市,411300,10,down,27.9,13,up
46.77,0.0,1.37,1.3757,1.0,长春市,220100,14,flat,34.09,14,up
43.01,0.0,1.37,1.45,-3.0,廊坊市,131000,5,down,31.35,15,down
41.6,0.0,1.37,1.3655,3.0,赣州市,360700,19,up,30.41,16,up
43.09,0.0,1.36,1.3871,6.0,泰安市,370900,11,down,31.59,17,up
40.33,0.0,1.35,1.3529,2.0,昆明市,530100,20,up,29.88,18,up
43.61,0.0,1.35,1.3245,2.0,韶关市,440200,29,up,32.34,19,up
45.85,0.0,1.35,1.3697,-3.0,济南市,370100,16,down,34.02,20,down
42.12,0.0,1.35,1.3395,2.0,南充市,511300,25,up,31.29,21,up
43.66,0.0,1.35,1.3468,4.0,西安市,610100,23,up,32.45,22,up
