freeFlowSpeed,healthValue,idx,idx1,idxRatio,label,name,rank1,rankState,realSpeed,value,idxRatioState
44.69,0.0,1.23,1.2155,3.0,邯郸市,130400,2,up,36.38,0,up
49.95,0.0,1.22,1.2303,1.0,邢台市,130500,0,down,41.1,1,up
44.78,0.0,1.2,1.1803,0.0,淄博市,370300,4,up,37.47,2,flat
43.58,0.0,1.19,1.1467,1.0,德阳市,510600,17,up,36.5,3,up
42.59,0.0,1.19,1.207,1.0,滁州市,341100,3,down,35.73,4,up
44.75,0.0,1.19,1.1723,3.0,嘉兴市,330400,7,up,37.6,5,up
52.74,0.0,1.19,1.2288,-11.0,西宁市,630100,1,down,44.4,6,down
42.22,0.0,1.18,1.1801,-1.0,宿迁市,321300,5,down,35.71,7,down
49.7,0.0,1.18,1.1693,-1.0,唐山市,130200,10,up,42.2,8,down
47.59,0.0,1.18,1.1725,0.0,潍坊市,370700,6,down,40.43,9,flat
45.13,0.0,1.17,1.1606,2.0,泰安市,370900,11,up,38.57,10,up
47.21,0.0,1.17,1.1515,1.0,烟台市,370600,16,up,40.4,11,up
48.1,0.0,1.16,1.1542,1.0,济南市,370100,12,flat,41.41,12,up
44.21,0.0,1.16,1.1706,-4.0,新乡市,410700,9,down,38.1,13,down
48.34,0.0,1.16,1.1537,0.0,常州市,320400,14,flat,41.67,14,flat
47.75,0.0,1.16,1.1435,0.0,长春市,220100,18,up,41.17,15,flat
44.94,0.0,1.15,1.1391,-7.0,廊坊市,131000,25,up,38.98,16,down
44.58,0.0,1.15,1.1532,-1.0,芜湖市,340200,15,down,38.71,17,down
45.06,0.0,1.15,1.1416,-1.0,连云港市,320700,20,up,39.13,18,down
44.38,0.0,1.15,1.1419,1.0,绍兴市,330600,19,flat,38.62,19,up
51.95,0.0,1.15,1.1314,-1.0,济宁市,370800,32,up,45.25,20,down
45.4,0.0,1.15,1.1219,2.0,湖州市,330500,43,up,39.57,21,up
48.23,0.0,1.15,1.1369,0.0,台州市,331000,27,up,42.06,22,flat
50.42,0.0,1.14,1.1118,0.0,扬州市,321000,53,up,44.05,23,flat
44.93,0.0,1.14,1.1413,-1.0,银川市,640100,22,down,39.35,24,down
47.99,0.0,1.14,1.1294,-1.0,大连市,210200,36,up,42.05,25,down
47.01,0.0,1.14,1.1404,5.0,东莞市,441900,24,down,41.21,26,up
46.94,0.0,1.14,1.1339,1.0,青岛市,370200,30,up,41.18,27,up
44.75,0.0,1.14,1.1357,2.0,衢州市,330800,28,flat,39.26,28,up
49.76,0.0,1.14,1.1308,4.0,江门市,440700,33,up,43.67,29,up
43.72,0.0,1.14,1.1224,1.0,漳州市,350600,42,up,38.41,30,up
48.83,0.0,1.14,1.1252,6.0,中山市,442000,40,up,42.93,31,up
51.63,0.0,1.14,1.1412,0.0,张家口市,130700,23,down,45.4,32,flat
44.55,0.0,1.14,1.171,6.0,广州市,440100,8,down,39.22,33,up
49.94,0.0,1.13,1.1349,-1.0,淮安市,320800,29,down,44.01,34,down
41.29,0.0,1.13,1.1041,0.0,温州市,330300,59,up,36.44,35,flat
47.48,0.0,1.13,1.0841,1.0,茂名市,440900,77,up,41.94,36,up
47.98,0.0,1.13,1.1294,2.0,佛山市,440600,37,flat,42.45,37,up
51.22,0.0,1.13,1.1254,0.0,盐城市,320900,39,up,45.37,38,flat
42.39,0.0,1.13,1.1375,1.0,咸阳市,610400,26,down,37.6,39,up
44.44,0.0,1.13,1.1235,-1.0,宁波市,330200,41,up,39.46,40,down
41.45,0.0,1.13,1.1124,-1.0,金华市,330700,51,up,36.83,41,down
50.3,0.0,1.13,1.1541,-1.0,镇江市,321100,13,down,44.71,42,down
47.6,0.0,1.12,1.1186,1.0,徐州市,320300,46,up,42.31,43,up
54.84,0.0,1.12,1.1327,-3.0,泰州市,321200,31,down,48.83,44,down
48.98,0.0,1.12,1.1192,-1.0,南京市,320100,45,flat,43.62,45,down
45.28,0.0,1.12,1.1201,0.0,哈尔滨市,230100,44,down,40.37,46,flat
65.0,0.0,1.12,1.1149,0.0,乌鲁木齐市,650100,49,up,58.01,47,flat
52.83,0.0,1.12,1.1091,2.0,珠海市,440400,54,up,47.17,48,up
45.99,0.0,1.12,1.114,2.0,惠州市,441300,50,up,41.09,49,up
58.52,0.0,1.12,1.1272,-7.0,郑州市,410100,38,down,52.29,50,down
44.51,0.0,1.12,1.1168,0.0,沈阳市,210100,47,down,39.82,51,flat
39.45,0.0,1.12,1.0875,3.0,南阳市,411300,74,up,35.31,52,up
44.72,0.0,1.11,1.1052,2.0,深圳市,440300,57,up,40.12,53,up
46.51,0.0,1.11,1.0977,0.0,香港,810000,66,up,41.75,54,flat
47.97,0.0,1.11,1.1121,1.0,无锡市,320200,52,down,43.06,55,up
43.26,0.0,1.11,1.1058,0.0,杭州市,330100,56,flat,38.88,56,flat
45.82,0.0,1.11,1.116,5.0,韶关市,440200,48,down,41.32,57,up
46.44,0.0,1.11,1.1297,-1.0,赣州市,360700,35,down,41.89,58,down
50.75,0.0,1.1,1.1032,1.0,苏州市,320500,62,up,45.93,59,up
54.02,0.0,1.1,1.1044,0.0,南通市,320600,58,down,48.96,60,flat
53.67,0.0,1.1,1.0872,3.0,太原市,140100,75,up,48.7,61,up
40.62,0.0,1.1,1.1034,1.0,桂林市,450300,60,down,36.87,62,up
43.48,0.0,1.1,1.0895,1.0,保定市,130600,73,up,39.51,63,up
49.44,0.0,1.1,1.0979,0.0,南昌市,360100,65,up,44.93,64,flat
44.93,0.0,1.1,1.0913,0.0,南充市,511300,71,up,40.9,65,flat
50.24,0.0,1.1,1.085,1.0,天津市,120000,76,up,45.79,66,up
43.04,0.0,1.1,1.0945,0.0,上海市,310000,69,up,39.23,67,flat
45.14,0.0,1.1,1.0916,-3.0,湛江市,440800,70,up,41.2,68,down
42.59,0.0,1.09,1.0993,-1.0,三亚市,460200,64,down,38.97,69,down
43.64,0.0,1.09,1.106,-2.0,清远市,441800,55,down,39.97,70,down
45.06,0.0,1.09,1.1013,0.0,西安市,610100,63,down,41.38,71,flat
49.63,0.0,1.09,1.0728,-3.0,福州市,350100,86,up,45.64,72,down
49.84,0.0,1.08,1.0949,-2.0,绵阳市,510700,67,down,45.99,73,down
44.28,0.0,1.08,1.0802,0.0,南宁市,450100,81,up,40.87,74,flat
48.79,0.0,1.08,1.0828,-3.0,泉州市,350500,78,up,45.04,75,down
51.51,0.0,1.08,1.1034,-4.0,洛阳市,410300,61,down,47.55,76,down
58.25,0.0,1.08,1.0897,-2.0,鄂尔多斯市,150600,72,down,53.8,77,down
47.05,0.0,1.08,1.0724,1.0,合肥市,340100,87,up,43.53,78,up
44.84,0.0,1.08,1.0691,0.0,兰州市,620100,88,up,41.49,79,flat
59.41,0.0,1.08,1.0816,-2.0,呼和浩特市,150100,79,down,54.98,80,down
54.54,0.0,1.08,1.0582,0.0,石家庄市,130100,91,up,50.52,81,flat
50.04,0.0,1.08,1.0786,-2.0,厦门市,350200,82,flat,46.39,82,down
52.06,0.0,1.08,1.0774,-3.0,临沂市,371300,83,flat,48.3,83,down
43.46,0.0,1.08,1.0948,0.0,汕头市,440500,68,down,40.34,84,flat
40.28,0.0,1.08,0.9756,-1.0,伊犁州,654000,99,up,37.39,85,down
47.14,0.0,1.08,1.0744,-2.0,成都市,510100,85,down,43.78,86,down
49.86,0.0,1.07,1.0811,-2.0,肇庆市,441200,80,down,46.4,87,down
39.56,0.0,1.07,1.0652,0.0,海口市,460100,89,up,36.83,88,flat
47.87,0.0,1.07,1.1416,1.0,沧州市,130900,21,down,44.57,89,up
43.51,0.0,1.07,1.076,-1.0,昆明市,530100,84,down,40.73,90,down
45.07,0.0,1.07,1.0582,0.0,长沙市,430100,92,up,42.2,91,flat
48.54,0.0,1.07,1.0605,-2.0,北京市,110000,90,down,45.48,92,down
39.98,0.0,1.06,1.0559,-1.0,柳州市,450200,93,flat,37.62,93,down
44.43,0.0,1.06,1.0489,-1.0,衡阳市,430400,95,up,41.98,94,down
51.59,0.0,1.06,1.13,4.0,大同市,140200,34,down,48.82,95,up
51.16,0.0,1.06,1.0517,-1.0,武汉市,420100,94,down,48.48,96,down
49.85,0.0,1.05,1.0484,-3.0,贵阳市,520100,96,down,47.68,97,down
49.82,0.0,1.04,1.0349,-1.0,重庆市,500000,98,flat,48.03,98,down
46.47,0.0,1.03,1.0383,-10.0,德州市,371400,97,down,45.15,99,down
