freeFlowSpeed,healthValue,idx,idx1,idxRatio,label,name,rank1,rankState,realSpeed,value,idxRatioState
46.18,0.0,1.57,1.4498,19.0,大连市,210200,0,flat,29.38,0,up
40.59,0.0,1.41,1.3951,0.0,宿迁市,321300,1,flat,28.72,1,flat
46.23,0.0,1.41,1.3694,2.0,潍坊市,370700,2,flat,32.82,2,up
46.13,0.0,1.38,1.3372,-1.0,烟台市,370600,4,up,33.51,3,down
42.02,0.0,1.37,1.3654,3.0,德阳市,510600,3,down,30.56,4,up
42.38,0.0,1.37,1.3339,12.0,德州市,371400,6,up,30.91,5,up
45.99,0.0,1.37,1.3182,4.0,济南市,370100,8,up,33.67,6,up
46.76,0.0,1.34,1.3122,-2.0,长春市,220100,9,up,34.83,7,down
43.49,0.0,1.34,1.3235,0.0,淄博市,370300,7,down,32.46,8,flat
42.66,0.0,1.34,1.3361,15.0,南充市,511300,5,down,31.93,9,up
41.23,0.0,1.31,1.2897,1.0,滁州市,341100,12,up,31.37,10,up
45.42,0.0,1.31,1.2889,3.0,青岛市,370200,13,up,34.58,11,up
47.23,0.0,1.31,1.2858,-1.0,唐山市,130200,17,up,36.03,12,down
42.68,0.0,1.31,1.2862,1.0,嘉兴市,330400,16,up,32.57,13,up
43.17,0.0,1.31,1.2951,2.0,泰安市,370900,11,down,33.01,14,up
42.85,0.0,1.31,1.2744,0.0,衢州市,330800,20,up,32.83,15,flat
41.82,0.0,1.3,1.3082,1.0,银川市,640100,10,down,32.09,16,up
43.18,0.0,1.3,1.2883,-17.0,廊坊市,131000,14,down,33.19,17,down
45.97,0.0,1.3,1.2876,0.0,台州市,331000,15,down,35.38,18,flat
42.68,0.0,1.3,1.2762,3.0,绍兴市,330600,19,flat,32.85,19,up
47.21,0.0,1.29,1.2807,2.0,镇江市,321100,18,down,36.48,20,up
42.19,0.0,1.29,1.2484,3.0,清远市,441800,29,up,32.62,21,up
48.61,0.0,1.29,1.2674,0.0,盐城市,320900,21,down,37.63,22,flat
42.58,0.0,1.29,1.253,1.0,芜湖市,340200,24,up,33.07,23,up
43.72,0.0,1.28,1.2497,1.0,连云港市,320700,28,up,34.06,24,up
41.86,0.0,1.28,1.264,0.0,赣州市,360700,22,down,32.74,25,flat
48.13,0.0,1.28,1.244,3.0,济宁市,370800,34,up,37.65,26,up
46.5,0.0,1.28,1.2623,1.0,常州市,320400,23,down,36.46,27,up
43.15,0.0,1.27,1.2454,0.0,沈阳市,210100,32,up,33.91,28,flat
43.52,0.0,1.26,1.2405,1.0,香港,810000,36,up,34.46,29,up
41.53,0.0,1.26,1.2521,1.0,咸阳市,610400,25,down,32.92,30,up
41.96,0.0,1.26,1.2459,-1.0,漳州市,350600,31,flat,33.28,31,down
38.55,0.0,1.26,1.2254,0.0,桂林市,450300,41,up,30.67,32,flat
38.49,0.0,1.26,1.2515,0.0,南阳市,411300,26,down,30.62,33,flat
43.83,0.0,1.26,1.2447,0.0,茂名市,440900,33,down,34.92,34,flat
39.77,0.0,1.25,1.237,0.0,温州市,330300,38,up,31.83,35,flat
43.85,0.0,1.25,1.2412,2.0,西安市,610100,35,down,35.15,36,up
43.61,0.0,1.24,1.2225,0.0,湖州市,330500,42,up,35.03,37,flat
41.45,0.0,1.24,1.2038,-3.0,保定市,130600,55,up,33.35,38,down
39.85,0.0,1.24,1.2141,1.0,金华市,330700,46,up,32.19,39,up
51.36,0.0,1.24,1.2183,3.0,珠海市,440400,44,up,41.48,40,up
47.65,0.0,1.24,1.2299,0.0,扬州市,321000,39,down,38.5,41,flat
45.44,0.0,1.24,1.2053,1.0,中山市,442000,53,up,36.72,42,up
54.11,0.0,1.24,1.2404,-3.0,鄂尔多斯市,150600,37,down,43.81,43,down
51.12,0.0,1.23,1.2134,1.0,泰州市,321200,48,up,41.49,44,up
45.89,0.0,1.23,1.2506,-2.0,邢台市,130500,27,down,37.24,45,down
42.1,0.0,1.23,1.1914,0.0,衡阳市,430400,60,up,34.24,46,flat
39.06,0.0,1.23,1.22,1.0,柳州市,450200,43,down,31.8,47,up
47.53,0.0,1.23,1.2064,-9.0,江门市,440700,50,up,38.72,48,down
44.5,0.0,1.23,1.2155,-6.0,哈尔滨市,230100,45,down,36.26,49,down
42.94,0.0,1.23,1.2058,-1.0,宁波市,330200,51,up,35.03,50,down
46.77,0.0,1.22,1.2136,-1.0,绵阳市,510700,47,down,38.19,51,down
46.58,0.0,1.22,1.205,2.0,无锡市,320200,54,up,38.07,52,up
47.96,0.0,1.22,1.2009,-2.0,张家口市,130700,56,up,39.31,53,down
47.08,0.0,1.22,1.2056,-1.0,淮安市,320800,52,down,38.6,54,down
43.1,0.0,1.22,1.2072,0.0,湛江市,440800,49,down,35.38,55,flat
46.38,0.0,1.22,1.1848,0.0,南昌市,360100,65,up,38.13,56,flat
44.29,0.0,1.21,1.1856,0.0,惠州市,441300,64,up,36.5,57,flat
40.88,0.0,1.21,1.2266,-4.0,新乡市,410700,40,down,33.71,58,down
45.92,0.0,1.21,1.1995,0.0,徐州市,320300,57,down,37.9,59,flat
45.49,0.0,1.21,1.194,-2.0,成都市,510100,59,down,37.57,60,down
48.22,0.0,1.21,1.2472,14.0,西宁市,630100,30,down,39.89,61,up
45.87,0.0,1.21,1.1966,1.0,南京市,320100,58,down,37.98,62,up
41.84,0.0,1.21,1.1868,1.0,杭州市,330100,63,flat,34.66,63,up
51.04,0.0,1.2,1.19,2.0,南通市,320600,61,down,42.39,64,up
43.91,0.0,1.2,1.1739,-1.0,韶关市,440200,71,up,36.5,65,down
37.92,0.0,1.2,1.1782,1.0,海口市,460100,68,up,31.58,66,up
47.94,0.0,1.2,1.1898,0.0,重庆市,500000,62,down,40.07,67,flat
42.84,0.0,1.2,1.1758,-3.0,长沙市,430100,70,up,35.84,68,down
45.07,0.0,1.2,1.1602,0.0,东莞市,441900,81,up,37.71,69,flat
48.62,0.0,1.19,1.1773,1.0,苏州市,320500,69,down,40.74,70,up
49.07,0.0,1.19,1.1789,0.0,厦门市,350200,67,down,41.12,71,flat
40.44,0.0,1.19,1.1725,-3.0,汕头市,440500,72,flat,34.04,72,down
45.59,0.0,1.19,1.1658,2.0,佛山市,440600,78,up,38.41,73,up
41.46,0.0,1.18,1.1725,0.0,上海市,310000,73,down,35.0,74,flat
43.24,0.0,1.18,1.1669,0.0,深圳市,440300,76,up,36.5,75,flat
48.16,0.0,1.18,1.1689,-2.0,天津市,120000,75,down,40.7,76,down
41.48,0.0,1.18,1.1661,1.0,三亚市,460200,77,flat,35.11,77,up
44.24,0.0,1.18,1.1639,2.0,合肥市,340100,79,up,37.46,78,up
