freeFlowSpeed,healthValue,idx,idx1,idxRatio,label,name,rank1,rankState,realSpeed,value,idxRatioState
46.81,0.0,1.64,1.5638,6.0,长春市,220100,0,flat,28.5,0,up
46.26,0.0,1.51,1.3958,-1.0,大连市,210200,1,flat,30.66,1,down
43.17,0.0,1.35,1.258,-3.0,沈阳市,210100,8,up,31.89,2,down
40.62,0.0,1.34,1.3184,0.0,宿迁市,321300,2,down,30.38,3,flat
41.45,0.0,1.3,1.2456,-1.0,滁州市,341100,9,up,31.84,4,down
46.23,0.0,1.29,1.234,2.0,台州市,331000,13,up,35.7,5,up
41.54,0.0,1.29,1.2614,-2.0,咸阳市,610400,6,flat,32.1,6,down
45.51,0.0,1.29,1.2251,0.0,青岛市,370200,18,up,35.18,7,flat
43.65,0.0,1.29,1.2315,-1.0,淄博市,370300,15,up,33.78,8,down
46.28,0.0,1.29,1.2605,1.0,烟台市,370600,7,down,35.94,9,up
42.31,0.0,1.29,1.2709,-1.0,德阳市,510600,4,down,32.92,10,down
47.29,0.0,1.27,1.2702,0.0,唐山市,130200,5,down,37.12,11,flat
43.75,0.0,1.26,1.3037,0.0,廊坊市,131000,3,down,34.66,12,flat
46.22,0.0,1.26,1.2403,-1.0,济南市,370100,11,down,36.66,13,down
48.5,0.0,1.26,1.2272,7.0,张家口市,130700,17,up,38.62,14,up
46.56,0.0,1.25,1.2362,1.0,潍坊市,370700,12,down,37.11,15,up
60.37,0.0,1.25,1.1813,3.0,西宁市,630100,37,up,48.4,16,up
54.2,0.0,1.24,1.1856,2.0,鄂尔多斯市,150600,34,up,43.69,17,up
46.68,0.0,1.24,1.2047,0.0,常州市,320400,24,up,37.67,18,flat
43.24,0.0,1.24,1.2416,1.0,衢州市,330800,10,down,34.9,19,up
42.96,0.0,1.24,1.2136,0.0,嘉兴市,330400,20,flat,34.68,20,flat
44.31,0.0,1.24,1.2181,1.0,香港,810000,19,down,35.82,21,up
42.87,0.0,1.23,1.1937,1.0,绍兴市,330600,28,up,34.78,22,up
49.04,0.0,1.23,1.2095,1.0,盐城市,320900,23,flat,39.96,23,up
40.03,0.0,1.22,1.1754,0.0,金华市,330700,44,up,32.71,24,flat
42.8,0.0,1.22,1.2273,2.0,银川市,640100,16,down,34.99,25,up
39.99,0.0,1.22,1.1926,3.0,温州市,330300,29,up,32.74,26,up
44.02,0.0,1.22,1.1912,0.0,西安市,610100,30,up,36.08,27,flat
